date;number
1962-10-08;-908206
1940-03-11;171770
2063-01-13;408923
2022-04-27;-720446
1926-08-02;-554803
1927-09-05;134959
1901-08-19;-82845
2039-06-12;-196373
1918-08-16;-14970
1910-11-14;-355874
1992-02-04;630674
1975-11-03;743846
2039-06-12;-593541
1907-04-14;-198995
1901-06-15;116328
1969-08-30;-406715
1901-10-23;-54156
2060-08-27;48187
2003-12-23;-411292
2021-12-12;-66921
1989-02-20;-852820
2025-12-01;684285
1947-02-15;278221
1989-08-02;80104
1944-11-06;297596
1964-11-22;440991
2050-12-24;-275234
2011-01-11;601300
1925-06-14;-443232
2002-01-06;856746
1964-04-22;-224526
1922-01-18;-507886
1975-01-13;488062
1985-02-10;205011
2068-09-12;999625
1916-04-17;883092
1956-10-06;-108431
1945-12-06;-369551
2050-07-26;-804037
2038-02-06;87627
2011-05-22;-603671
2058-05-19;-662278
2008-11-14;-767916
1978-12-06;-641017
2010-04-08;-210404
1981-11-10;-72208
2062-01-20;-382256
2025-04-05;367721
2068-02-12;378330
2012-10-14;-708210
1944-02-17;622800
2022-05-10;707446
2028-04-15;459135
1972-11-11;558067
2070-01-17;246548
1966-06-16;21555
1981-11-24;-867418
1919-05-06;578825
1962-12-24;690259
2053-07-23;454321
2045-06-17;-524347
1900-04-28;-786722
1923-01-06;-555343
2041-06-12;677257
1994-03-30;-231219
1907-03-31;913156
2034-04-04;-354054
1926-03-29;-943778
1944-08-23;641900
1952-11-20;440939
2019-08-20;-291424
2014-04-08;-835875
1931-09-14;-199381
1995-04-29;-9995
1935-11-08;890061
2051-10-18;-287416
2001-04-01;-932570
1932-12-25;-518891
1946-01-08;-658120
2038-02-25;-648541
1938-04-04;-889288
1984-05-03;514683
1968-07-10;644232
1974-05-15;-156523
2022-02-12;681624
2035-01-22;-258695
2006-10-01;-983395
1955-01-26;493665
2019-08-21;-321940
2055-05-02;628239
1929-02-10;919500
2018-03-10;789607
1952-12-15;-609025
1984-03-19;-635181
2001-03-15;414179
1933-08-18;17472
2070-09-06;678134
1997-03-30;27834
1926-03-17;824561
1986-09-07;783487
2019-08-05;-744389
1956-02-13;-762020
1917-01-20;79568
2004-02-05;269920
1914-07-22;900953
2012-04-19;-534102
1973-03-19;-692160
1974-07-04;350666
2058-06-22;-440928
2019-08-21;248479
1943-02-18;870084
1918-12-11;-489981
1958-08-29;-261367
2065-08-16;22372
1977-03-25;837923
1905-03-08;361560
2053-03-08;-454790
2006-03-25;-489116
1908-04-30;-473739
2037-10-01;-675261
1929-08-08;586260
2012-02-12;-347815
1988-05-10;-62339
2036-02-16;-959678
1958-07-04;-978066
1912-07-17;173543
2051-04-18;-604341
1929-04-30;-450586
1959-02-17;721895
1949-06-29;-96946
2055-09-03;963457
2061-06-03;661338
1967-08-09;-534276
1977-03-10;-166006
2051-07-18;-443650
1969-10-25;-867302
1900-11-21;872766
2003-11-27;174889
1961-06-28;-325746
2011-05-29;-552712
1991-06-10;413952
1963-02-20;157802
1999-01-20;-666322
2018-02-14;232782
1970-04-01;964544
2004-05-10;-614184
1904-09-30;-810200
2049-07-19;-136567
2028-02-15;-633521
1961-04-10;41727
1947-12-16;-222190
2013-10-26;-633528
1954-07-08;-970262
1926-04-14;972725
1998-03-27;-441673
1928-05-04;79473
2012-05-12;250269
2042-01-09;-261239
1951-06-19;-684585
1935-06-23;-657850
2009-01-23;659247
1936-10-20;997249
1971-11-29;-825372
1923-04-04;-457583
1950-06-18;583356
1941-12-30;-117200
1951-06-25;-511275
1945-05-03;970220
2031-06-06;350750
1985-08-07;229604
2039-12-30;845014
1937-12-22;366914
2042-12-24;-34367
1957-08-01;-497737
1996-07-21;643718
2000-04-25;873694
2066-01-10;-905931
2043-08-13;561524
1997-02-27;-381374
2065-06-12;-135639
1952-06-26;-832050
1960-01-07;-781720
2016-08-21;99639
1951-04-20;-257272
1935-08-01;-977313
1994-04-29;308929
2028-05-14;-165328
1912-07-17;33045
1998-06-28;439544
2013-11-04;375174
2007-01-08;-472275
1998-02-16;-616228
1936-03-20;696729
1950-07-31;-720557
2015-08-26;827846
1946-05-10;162395
1910-08-08;-129664
2054-12-17;-180311
1916-08-17;526768
1961-08-21;-781424
1919-09-24;-345075
1948-11-17;714678
1987-11-27;747241
2053-10-30;832524
2053-12-28;999894
1977-01-14;-330467
1979-11-18;-706191
1940-10-26;99452
1932-11-20;114927
1900-12-09;778850
2054-04-04;-659356
1956-11-19;-687261
1933-07-02;743531
2067-05-01;-355169
2002-11-15;-86822
1978-12-17;933096
1977-09-09;-134902
1939-04-10;-398112
1979-01-23;771634
2007-01-24;981880
2045-02-02;287999
1974-12-01;-693566
1989-10-25;-216532
1936-08-06;-384591
2010-09-07;-356453
2023-08-28;758489
1940-09-12;656345
2058-08-29;-200798
2040-03-24;-803291
1974-06-19;-730240
2059-03-14;823750
1939-04-24;20097
1912-01-09;-767591
2057-10-14;-793075
1901-11-28;-975770
2024-05-30;-113760
2054-03-15;974474
2005-12-26;772280
1921-04-24;-791715
2060-12-31;-458136
1985-03-28;888603
1973-10-23;315981
1993-05-19;-415568
1926-12-27;445123
1992-12-09;-285242
2069-01-30;768021
2012-07-10;818261
2016-08-07;-486338
2020-04-10;-875551
2001-05-12;-914516
2056-02-25;-109018
2002-04-28;-57167
1919-11-11;-525876
1936-07-04;-491780
1906-04-25;-417188
1966-01-30;686135
1974-07-13;102789
1926-04-25;570658
1903-08-03;-640371
2045-09-27;-906616
1965-09-21;620935
1998-11-08;-129979
1984-05-15;-563149
2040-02-27;772726
1961-12-14;335495
2035-04-30;-721976
2026-04-16;-462962
1927-03-05;-62425
2031-11-21;-252414
2029-07-17;-856080
2000-05-17;-736692
2054-03-21;234948
1908-06-19;793660
1948-10-14;895447
1998-07-17;-675482
1955-01-26;-57333
1988-07-09;667505
2036-08-30;-471743
1922-08-05;-491538
1940-05-23;461762
1947-10-17;691778
1996-05-30;-101899
1975-01-15;-620331
1966-03-20;-346987
1964-09-06;744493
1952-03-09;513493
1979-11-09;-337936
2070-10-18;643982
1994-03-31;306855
1919-09-28;-448775
2017-01-12;-532221
1981-01-27;-243078
1938-05-21;-223725
1980-02-01;481598
1986-10-24;-855779
1985-08-10;280884
1918-04-06;-322494
2037-11-27;816298
1947-05-14;-555837
1954-07-18;863701
1977-09-01;555235
1928-07-24;750181
2069-11-09;428840
2008-12-14;-640513
2025-08-07;-955037
1972-05-15;567844
2028-10-15;-876111
1941-08-04;442495
2023-01-31;-360525
1947-07-31;-553055
2060-05-01;-111287
2064-10-04;-555833
1982-02-16;344354
1996-09-03;63005
2050-10-11;545841
1984-03-20;997382
2017-12-09;929150
1944-05-03;-734524
1953-06-13;329431
2007-03-07;-363281
2053-02-18;869054
1925-10-22;30767
1956-02-24;379071
1963-02-06;-95635
2070-11-04;-615118
2027-10-10;503140
1909-12-01;897413
2009-12-22;-316750
1999-02-19;-314817
1984-02-06;-845125
1966-10-02;546477
1983-05-30;-956937
1902-12-21;-681446
1965-02-23;680026
2026-09-01;279802
1992-01-28;484395
2013-06-15;-755813
2005-10-22;-5222
1904-10-30;82884
1967-11-28;-906610
1947-12-22;-464921
1921-12-13;341364
1954-01-29;-129141
2022-09-29;522708
1998-09-20;-590600
2007-08-12;-774305
2013-03-19;883939
1925-07-25;966028
2025-02-09;517652
2064-09-05;184984
1966-01-28;-211802
1978-03-24;839558
1985-12-18;-336837
2009-10-24;-211543
1908-06-04;-944066
1996-04-14;22312
1901-09-22;639055
2035-12-23;754941
2068-06-12;-831126
1993-05-28;-599158
1911-09-05;422955
1914-06-28;-112095
1935-08-25;494607
1999-01-19;-340618
2038-12-27;-794904
2051-11-23;531239
1968-11-15;598531
2008-05-31;87891
1977-06-17;6404
1917-08-06;-454433
1951-11-30;892996
2014-11-18;958345
2004-04-04;655422
2064-05-31;-736724
2069-12-03;-950153
1933-01-05;366031
2063-05-29;-35003
2035-07-08;-57392
1982-09-04;-302968
2033-04-07;684654
1990-08-01;299008
2015-08-10;-73402
2061-04-29;582206
2065-12-25;-220898
1933-04-10;158218
1962-11-03;-99520
2022-10-28;-772982
1955-05-08;-127446
1954-08-16;897256
1988-04-24;346979
2063-07-31;-139762
2041-05-12;921189
2002-12-29;-706361
1946-01-08;-446793
1905-12-11;996214
1977-09-24;-327081
1954-10-06;-638065
1986-04-23;-799022
1978-06-22;476752
1918-12-05;231456
2064-06-20;-527893
1938-11-25;-575618
2063-01-21;-986776
1902-12-24;-706145
1939-07-05;671119
1901-08-18;-31657
2021-05-31;381780
2016-03-24;-159408
1953-04-21;-988948
1909-11-09;-722923
2012-07-03;-503228
1985-05-28;724648
2033-05-22;-897110
1930-07-17;-637557
2033-11-04;-347244
1948-05-24;-897951
2046-12-30;-917110
1967-05-29;327162
2034-11-07;787851
1907-05-12;-549879
1907-08-21;688465
1911-11-16;-318826
1909-12-14;634768
2035-01-23;664155
1900-04-11;-684164
2046-11-14;-156618
1996-04-26;157848
1945-11-18;-972846
1979-05-31;661415
1962-09-03;-319234
1989-06-11;-551003
2042-06-08;34779
1918-05-31;-786960
2066-11-30;444871
1926-10-16;891577
1952-11-06;878811
1981-06-11;798933
2014-10-06;980521
2063-11-04;538243
1932-02-01;265821
2039-06-16;-472742
2030-10-04;177669
2004-10-25;632737
2059-02-27;383418
2018-07-14;181608
2045-09-17;-617550
1943-11-28;691565
1996-12-18;205268
1975-03-29;249620
1924-06-29;-596838
2010-04-09;-330003
2036-10-30;205420
1971-05-25;578619
2058-12-12;956171
2057-01-20;-717254
2020-02-09;981884
1943-02-04;-358140
1921-01-21;251281
1992-07-21;440912
1904-04-20;-347817
2020-02-02;661584
2023-06-12;-927925
2042-07-15;153267
1932-01-29;859253
2062-01-02;-748207
1983-06-28;493483
1900-02-06;840438
2047-08-10;908631
1988-06-20;-770860
2001-12-16;599605
1911-03-02;949741
1981-09-03;-401262
1992-04-10;80322
2003-07-22;238448
2066-04-09;-263804
1999-07-18;-678597
2033-08-03;618456
1917-11-24;-215455
1929-11-16;-381994
1929-07-15;-934835
1939-06-15;-51171
1982-04-01;214159
1954-01-31;-391483
1988-03-22;233928
2050-08-02;876808
2031-10-23;-344784
1906-01-24;409396
1948-06-29;-552032
1972-09-30;359406
1966-03-21;-491378
1969-10-10;-414128
1983-02-17;592233
1918-02-07;714280
1939-06-25;167365
2039-04-29;-103930
1902-09-18;407766
1931-06-05;761116
1983-05-12;474223
2024-11-10;-405734
1971-05-09;-285810
1965-06-05;-554656
1932-05-11;889704
1973-09-29;-194415
2049-01-14;813444
1916-01-15;885179
1951-08-28;-453035
2061-12-18;521939
1921-01-11;30694
1979-05-24;-337209
2000-10-25;810539
2036-09-10;-715399
1996-07-11;-392137
2005-01-19;952971
1953-05-03;418461
1983-10-18;-934445
1994-02-13;-428721
2020-07-19;-381971
1938-10-11;11865
1919-01-15;955232
1925-10-05;174761
2002-10-15;176271
1944-12-01;-417770
1940-02-26;-915207
2010-09-02;-816964
1999-07-22;-364538
2020-05-21;-325898
1937-05-12;-77693
2030-07-14;53022
1927-03-07;209976
1963-09-10;-956511
1920-09-17;296861
1906-10-13;27980
1994-02-18;380822
1912-10-14;161928
1941-01-07;-227556
1962-11-11;-39490
1997-03-14;463687
1941-07-06;-2008
1947-12-20;-303259
2064-02-08;-315478
1979-11-29;495904
1910-08-05;-566931
1941-09-12;145886
1962-03-10;-658412
1985-11-17;-65664
2024-05-28;-667481
1990-04-04;909427
1953-06-08;356838
1950-11-28;-930669
1955-06-17;57414
1955-11-08;-323347
1982-07-21;450504
1942-09-04;693543
1940-09-20;875150
1968-05-14;21514
2064-05-15;-891644
2042-09-26;-878972
1902-01-11;-892608
2060-01-29;621892
1975-02-02;57589
2036-01-02;-935005
1981-10-11;-709928
1912-08-09;-667203
2021-12-24;373516
2035-02-07;-49697
1914-02-23;-456920
2002-11-24;-899828
2051-05-07;-394266
1993-11-13;-970345
1913-03-24;-282034
2014-02-09;-875317
2013-02-08;881518
1967-05-24;-947815
1991-09-06;-234048
1962-08-26;928004
2063-02-13;58174
1935-12-19;-847011
2060-03-07;440732
2057-05-22;786626
2059-11-27;-222567
2049-03-14;656762
1940-03-30;23352
2020-07-11;-964914
2056-03-16;-234364
2062-02-15;128249
2003-08-19;229303
1951-09-11;-734717
2049-04-27;-398744
2003-12-03;900306
1965-01-09;-785842
1990-07-04;193435
1908-12-08;-223769
1910-10-13;425922
2027-03-04;-771023
2012-04-21;-338481
1996-03-06;-716617
1924-12-03;552145
1935-12-11;844039
2008-10-04;-935003
1994-04-24;-610320
1987-08-19;-438068
1959-01-31;307333
2012-02-03;885709
1954-12-20;912691
1908-07-04;-260925
1946-09-10;-850372
1950-04-06;92306
2030-05-23;-940451
1985-09-29;933142
1959-05-19;26620
2034-11-03;-551892
1958-09-19;356455
2045-05-18;763887
2018-03-19;223604
1935-05-07;-613527
2036-05-15;328694
1956-03-27;978251
1906-03-12;762634
1975-03-06;62239
1908-01-09;-552413
1926-12-26;-695997
1964-05-22;-47121
2035-02-23;198187
1970-06-21;-594494
2000-04-05;937499
1935-11-20;274941
2006-08-02;604855
1957-09-13;-290848
1969-03-10;535743
1962-03-07;662520
1926-07-29;-711744
1913-08-13;-208603
2068-05-21;-511449
2045-04-29;394626
1989-08-31;-415953
1996-12-14;-668247
2029-08-28;-817833
1910-10-22;540967
1980-10-16;-447761
2006-05-17;118766
1971-07-28;-391351
1952-04-06;-850324
2016-07-26;-400693
1945-03-15;479045
1916-12-10;-78159
1933-02-12;344508
1932-05-01;326099
1952-08-23;623032
2008-10-08;-444256
1951-10-21;533143
2018-05-20;-779074
1977-02-05;710769
2048-02-04;-299561
1939-03-25;-583655
1919-07-12;-533044
2041-03-19;193191
2047-12-20;875180
2044-03-01;946123
1982-05-29;808489
1998-10-04;-305312
1912-11-26;-211376
1961-04-07;-882245
1908-04-13;302567
1947-11-02;-848788
2028-08-07;-202050
2025-01-17;-216548
2039-12-22;299548
1960-11-29;-172639
1919-02-23;-611365
2030-08-31;-876554
1929-05-19;-893137
2039-04-12;819220
1915-10-09;-819639
2000-09-04;-93428
2013-06-10;-88740
2026-10-05;-377356
1987-05-13;787606
2060-02-17;-466772
2011-06-10;536242
1940-08-10;136242
1996-09-26;-850114
2020-06-03;-663080
2032-06-19;-671994
1920-10-21;-19278
2061-04-12;-571825
1970-05-25;-548042
1936-12-02;-547489
2037-04-20;316278
1996-07-02;-426387
1909-02-10;-813026
2057-10-08;-647363
1980-12-31;760974
2015-10-13;143945
2041-03-31;-152500
1925-02-16;978040
1992-06-07;481072
2044-10-17;371440
2003-09-26;76574
1909-02-05;-582722
2044-04-30;-844690
1935-06-26;406657
2049-05-17;-934894
1984-11-06;-369499
2040-08-21;826935
1934-04-28;477464
2044-08-28;-38520
1974-04-16;446953
1955-08-23;-738383
1969-07-27;-263520
1976-07-20;670270
1992-08-23;783436
1944-04-05;-328851
2043-12-11;45604
2054-09-09;-733278
2026-10-17;293311
2046-01-01;-801024
1917-04-07;624954
2031-05-29;405661
2042-11-04;-517786
2054-07-29;134328
2057-11-03;554455
2040-06-11;342423
2012-01-26;661487
2040-02-09;-598417
1999-05-17;64948
2058-09-14;-430103
1969-01-30;-364865
1944-02-02;-66735
1926-02-16;-846136
1999-08-04;223170
1900-08-22;-454227
2038-12-02;-658692
2050-04-21;-546362
1969-10-24;833320
1969-08-19;690249
2052-11-10;-484825
2055-06-17;17035
1946-04-06;230485
2030-03-16;-336948
2004-05-12;-758151
2051-02-18;-674479
1968-02-03;945670
1952-07-17;301078
1937-03-16;-818072
1907-09-29;-348601
1955-03-09;-418498
1950-09-11;744636
2066-04-02;-49659
1942-11-12;764176
1962-02-14;336913
1999-02-17;-333912
1943-07-03;330081
1963-02-07;-855795
2000-02-20;-922109
1964-08-29;-714615
2068-08-28;-598253
2062-05-12;5486
2057-11-29;697552
1968-02-17;930046
2044-03-18;769308
1936-12-01;17525
2020-05-15;52558
2043-11-16;910307
2048-03-22;-132529
1975-07-05;-625723
2007-08-03;-923676
2017-02-04;106865
2050-10-30;-634111
1987-09-11;634743
1983-06-19;650048
2064-05-27;382041
2066-12-11;-474807
2042-03-03;246342
1941-03-09;-539169
2067-10-10;-505169
1935-07-09;-68540
2049-02-18;-100248
1970-10-09;747518
1964-03-20;-197703
1947-08-18;211448
2055-04-09;-38630
1903-10-05;521624
2012-12-19;695539
1923-10-20;-940410
2025-06-03;-63313
1991-04-03;-647303
1915-03-01;607288
1941-07-01;913113
2008-06-04;-463279
1903-01-30;727614
1938-12-08;-406943
2049-10-03;943820
1939-02-11;610634
2062-02-22;699357
2035-12-16;-55993
1948-08-10;-728617
1952-04-10;-677098
1960-08-20;-824427
1971-06-12;425304
1938-02-17;956238
1915-06-19;610468
1944-10-13;-187466
2013-12-11;-969490
1909-08-19;781345
1922-07-20;-373788
2022-08-14;-7573
1910-07-01;245963
1971-01-28;-681316
1935-11-16;-2134
1928-10-12;955946
1980-05-29;893845
1961-03-17;507363
1905-09-12;-229970
2025-06-11;-358695
1995-06-19;643210
2042-02-02;768913
2063-07-25;673996
1993-07-03;-646083
2063-12-09;-489357
1942-01-29;-718539
2043-06-02;882838
2019-11-22;-552388
2044-12-10;-213026
1905-04-02;-436620
1981-04-28;-616906
1985-02-10;108897
1905-09-14;-179425
2056-07-21;-247270
1996-10-04;-154545
2051-10-07;-841771
2007-11-16;-423891
1909-02-28;-810517
2005-12-26;-236196
1967-11-10;775116
2045-06-03;-11792
1994-12-05;-771368
1918-07-13;169147
2032-05-12;-422111
2042-04-14;-781747
2024-12-06;623258
1960-02-14;-782310
1944-05-10;711421
1920-04-17;504301
1938-10-31;391536
2054-10-16;337537
1975-01-06;-501860
2050-09-18;-785189
1913-12-06;-860077
1967-07-09;856816
1971-10-11;-199367
1945-01-06;74331
1987-02-01;-202426
2048-05-28;154246
2024-10-20;-755603
1945-05-19;-45353
1946-11-19;65442
1934-10-30;-487053
1906-11-10;-734552
1967-04-06;444295
1965-10-28;-740416
1905-10-03;-318723
1928-10-14;297384
2060-08-14;995787
1927-10-03;-676856
1917-10-21;911850
1998-08-25;-520634
1983-07-30;-333263
2066-07-27;754921
1985-03-09;505838
1916-04-02;-491518
2047-05-23;736302
1990-01-07;-136305
1953-05-17;-74880
1907-06-16;738937
1939-07-26;34201
2010-08-31;660631
1969-07-08;550576
2018-02-08;512822
2017-09-12;-818082
1989-12-08;-334109
2059-09-25;113339
1962-04-20;-421061
1905-12-10;928956
2042-08-17;-446494
2048-01-29;976285
1988-10-21;-822165
1968-01-18;376650
2018-05-31;118801
2046-08-27;469073
1934-07-10;-503790
2042-03-25;-203943
1946-08-11;-966353
1962-03-08;850636
1946-05-26;896494
1949-06-27;730140
1992-02-18;956431
1935-08-10;-729038
2032-08-22;-120103
1933-07-14;715504
2009-03-01;-921595
1927-10-24;-947864
1990-07-04;99669
2027-11-16;249410
2043-03-14;747474
1980-06-07;-959675
2008-12-17;383828
2051-01-18;162332
2012-05-09;204025
1950-08-11;806695
1936-01-31;918562
1929-10-13;-587339
1941-10-12;-731433
2002-04-23;-887613
1969-03-09;611146
1961-04-05;-363396
2006-05-15;-827048
1933-08-09;-946262
1990-12-20;30176
2005-03-11;-892838
1977-09-28;702928
2070-12-04;-803213
2019-12-10;-974263
1976-06-27;-124212
1902-02-22;641995
1958-04-09;-24147
1992-01-13;249686
1959-10-30;-252427
1929-05-25;-143480
1982-04-26;315290
1941-04-03;-413447
2018-04-21;-788473
2059-02-24;983578
2067-09-29;-770385
1948-07-01;-193349
2058-09-20;-851970
1970-09-06;-18390
2006-09-30;572790
2017-05-12;-189107
1906-09-23;-893175
2027-09-13;582611
1940-08-29;-320547
1921-01-24;-506470
2054-06-09;-450238
1994-12-02;359473
1992-01-13;-361854
2012-04-11;-340851
2061-03-22;169187
2058-09-25;142923
2029-12-04;-324053
1990-04-12;-893856
1985-07-05;-513324
2016-12-25;642908
2025-09-27;-571615
2054-06-13;-850871
1966-06-21;305156
1935-07-28;383145
1998-02-28;151443
1958-08-26;-128078
1920-10-23;-242982
1956-10-05;361610
1936-02-14;491757
1956-04-22;855428
1976-07-14;192559
1980-04-10;-847186
2010-07-24;486020
1995-05-24;-668495
2018-09-16;-238565
2017-07-22;261419
1901-06-11;629720
1927-06-20;-350543
1924-12-06;-950026
1997-03-27;411058
1908-10-08;143960
1921-10-07;-633799
2065-07-01;-946490
2048-03-23;909879
1996-05-03;792232
1999-12-25;-275967
2011-10-28;515340
1906-04-17;-816211
2047-03-14;-534809
2054-01-13;-178788
1971-10-17;562490
1921-08-08;626168
1921-06-10;523417
2025-03-31;9700
1926-06-07;-764946
1955-10-02;-336554
1918-12-15;573307
1971-01-22;76325
1904-06-30;-521956
2045-12-17;83017
2004-05-21;-258895
2045-09-18;-674831
2041-05-02;626435
2058-03-11;-590072
2041-03-07;-535568
2063-07-26;-199904
1930-09-30;171526
1980-03-19;-203934
1985-04-28;835121
1957-04-13;706593
1986-03-20;-540547
2067-02-02;-675885
1934-08-17;-208814
1918-03-18;845545
1935-02-21;-883214
1907-11-12;-544168
2044-07-18;873006
2012-04-17;-516163
2060-06-09;-505951
2000-10-23;537424
1902-01-24;-253900
1975-05-30;170336
1932-06-28;-366958
1926-02-20;62470
2056-09-26;657378
2025-05-03;285368
2024-12-06;500829
1939-03-14;437143
1931-08-20;576141
1956-06-14;-943179
1928-02-02;-883866
2039-07-14;-460863
1948-11-05;-615864
2049-10-31;306432
2051-09-18;866881
2063-05-19;-836311
1915-02-18;-153639
1949-02-26;-153358
1913-05-17;516555
2037-02-13;283736
2004-07-17;443060
1926-07-04;76557
1960-03-11;-140310
2042-07-25;683604
1928-10-07;43743
1948-02-22;742979
1976-06-23;229304
2015-07-22;-543684
2032-09-03;-454261
1991-11-18;3172
1964-02-14;-762499
1961-12-19;-545644
2021-04-22;-26189
2059-07-04;995298
1991-01-03;-410238
2017-03-20;-2454
1918-08-14;717315
1928-02-18;247184
1994-01-09;413358
1965-06-23;-855014
1952-09-21;970867
1957-05-04;55478
1932-09-10;-353643
2046-05-22;-103387
1923-02-11;722013
1914-06-07;912706
2066-03-04;784811
1981-05-21;822298
2053-02-27;288900
1933-11-15;-376181
1947-12-25;76436
1970-07-13;-681756
1931-09-24;-138108
2018-09-18;-438533
2040-03-03;467890
1912-11-23;197058
1987-07-23;72651
1978-09-03;451387
1938-09-17;516492
2053-05-18;161587
1979-09-27;-496631
2039-10-08;283475
1991-01-09;-170244
1904-11-03;-494649
2045-11-06;-594506
1983-11-10;124844
1994-08-18;750035
1990-10-01;-57254
2055-12-10;823294
2041-08-09;189115
1906-01-22;170951
2002-08-08;380451
2047-10-11;250795
2026-10-01;-974660
1948-03-03;578169
2043-02-06;221750
2057-08-17;711435
2069-07-12;-435605
2067-06-10;-58595
2050-11-27;972178
1934-10-21;-402286
1932-04-19;-160650
1913-05-16;936798
1976-07-25;-714164
2011-04-15;799785
1909-05-21;780577
1913-04-22;-173557
2044-04-27;827763
2028-07-26;972156
2031-03-01;368499
1916-06-01;741146
1970-09-12;-797444
1935-03-10;355821
1935-03-04;-544438
2018-09-11;-475508
2060-08-02;-31919
1919-12-01;655406
2029-12-08;613018
1934-05-21;-55131
2060-10-31;-584709
1983-10-07;-514179
